NCBI_taxonomy_name,fmin,fmax
Plasmid pNG2,295,1150
Enterobacter cloacae,754,1900
Vibrio cholerae,20268,21084
Pseudomonas aeruginosa,387,1194
Acinetobacter baumannii,0,861
Klebsiella pneumoniae,112,973
Acinetobacter bereziniae,0,831
Acinetobacter baumannii,0,825
Shigella sonnei,0,861
Klebsiella pneumoniae,0,861
Acinetobacter bereziniae,0,831
Escherichia coli,0,1146
Salmonella enterica,698,1502
Acinetobacter johnsonii,0,825
Streptomyces albulus,429,903
Enterobacter kobei,0,1146
Escherichia coli,0,900
Streptomyces rimosus,39,1731
Streptomyces sp.,294,2892
uncultured bacterium,14210,15431
Aeromonas salmonicida,3984,5175
Pseudomonas sp.,0,1176
Escherichia coli,2098446,2099613
Rhodobacter capsulatus,1375,2257
Klebsiella pneumoniae,40,901
Klebsiella pneumoniae,3648,4908
Salmonella enterica,75,1221
Acinetobacter baumannii,16,841
Streptomyces lincolnensis,32695,34348
Klebsiella pneumoniae,36,681
Salmonella enterica,10,886
Chryseobacterium gleum,0,729
Enterococcus gallinarum,5877,6963
Acinetobacter baumannii,0,825
Acinetobacter lwoffii,0,822
Escherichia coli,0,861
Yersinia enterocolitica,11,896
Acinetobacter baumannii,0,825
Escherichia coli,0,861
Escherichia coli,2847,3711
Staphylococcus aureus,4550,5282
Salmonella enterica,0,876
Bacteroides thetaiotaomicron,201,936
Klebsiella pneumoniae,0,1149
Escherichia coli,2729,3950
Klebsiella pneumoniae,4,865
Pseudomonas aeruginosa,251,863
Klebsiella pneumoniae,30,891
Enterobacter cloacae,3478459,3479863
Citrobacter sp.,1026,2172
Enterobacter cloacae,245,1046
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,88,949
Acinetobacter baumannii,0,519
Acinetobacter baumannii,2788,3343
Pseudomonas aeruginosa,149,977
Klebsiella pneumoniae,0,861
Pseudomonas aeruginosa,1005,1857
Chryseobacterium indologenes,505,1225
Klebsiella pneumoniae,0,861
Escherichia coli,0,858
Pseudomonas aeruginosa,2159,3041
Enterococcus gallinarum,0,921
Klebsiella pneumoniae,0,861
Escherichia coli,3212025,3212640
Acinetobacter pittii,668,1496
Salmonella enterica,0,876
Stenotrophomonas maltophilia,1,805
Pseudomonas aeruginosa,0,738
Acinetobacter baumannii,0,825
Klebsiella pneumoniae,2174,3050
Escherichia coli,75,936
Pseudomonas aeruginosa,113,854
Streptomyces kanamyceticus,35,566
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,30,891
Klebsiella pneumoniae,76,937
Escherichia coli,0,1146
Pseudomonas aeruginosa,3155,3992
Acinetobacter baumannii,0,825
Shewanella algae,0,657
Pseudomonas aeruginosa,600,1860
Bordetella bronchiseptica,775,2041
Klebsiella oxytoca,122,359
Acinetobacter baumannii,8,833
Klebsiella pneumoniae,30,891
Klebsiella pneumoniae,3,879
Enterococcus faecium,1393,2971
Streptococcus pyogenes,0,492
Citrobacter braakii,35,680
Klebsiella pneumoniae,232,1381
Klebsiella variicola,30208,31069
Acinetobacter baumannii,0,825
Escherichia coli,5,866
Escherichia coli,0,801
Providencia rettgeri,0,876
Klebsiella pneumoniae,0,801
Streptomyces netropsis,7525,8518
Klebsiella pneumoniae,0,861
Klebsiella oxytoca,131,1004
Klebsiella pneumoniae,0,861
Citrobacter freundii,0,645
Klebsiella pneumoniae,0,876
Acinetobacter baumannii,90,915
Klebsiella oxytoca,0,783
Acinetobacter baumannii,1702,2257
Pseudomonas aeruginosa,0,741
Vibrio fluvialis,1053,1893
Escherichia coli,0,1140
Acinetobacter baumannii,1122,1923
Klebsiella pneumoniae,24,885
Klebsiella pneumoniae,1,823
Klebsiella pneumoniae,78,936
Pseudomonas aeruginosa,96,843
Acinetobacter baumannii,2425,3268
Pseudomonas aeruginosa,127,928
Pseudomonas aeruginosa,1171,1999
Klebsiella pneumoniae,0,858
Pseudomonas aeruginosa,1075,1816
Salmonella enterica,0,876
Acinetobacter calcoaceticus,0,822
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,24,885
Citrobacter freundii,14,1160
Acinetobacter baumannii,575,1403
Proteus mirabilis,0,1146
Salmonella enterica,0,858
Serratia marcescens,0,741
Pseudomonas putida,2655,3174
Vibrio parahaemolyticus,0,852
Klebsiella pneumoniae,0,861
Escherichia coli,208,1069
Mycolicibacterium smegmatis,62,1223
Enterococcus faecium,5110,6139
Klebsiella pneumoniae,2187,2985
Klebsiella pneumoniae,0,798
Escherichia coli,556,1432
Citrobacter freundii,0,681
Escherichia coli,164,1310
Escherichia coli,481253,484403
Enterobacter cloacae,192,1092
Escherichia coli,114,927
Pseudomonas aeruginosa,0,1194
Klebsiella pneumoniae,0,861
Acinetobacter haemolyticus,543,981
Acinetobacter baumannii,13383,14226
Campylobacter fetus,27481,28339
Enterobacter cloacae,753,1899
Acinetobacter baumannii,0,822
Pseudomonas aeruginosa,4387,4840
Bacillus anthracis,390,1254
Salmonella enterica,700,1528
Enterobacter cloacae,0,879
Acinetobacter baumannii,102,882
Acinetobacter baumannii,0,825
Escherichia coli,0,1149
Escherichia coli,308,1169
Klebsiella pneumoniae,0,861
Campylobacter jejuni,0,747
Shigella sonnei,225,1101
Acinetobacter baumannii,0,822
Klebsiella pneumoniae,0,1149
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,1294,1765
Pasteurella multocida,0,1203
Acinetobacter sp.,0,1188
Pseudomonas aeruginosa,2808742,2809987
Pseudomonas aeruginosa,0,1020
Proteus mirabilis,0,1197
Mycolicibacterium smegmatis,461,1721
Enterococcus faecium,0,549
Acinetobacter baumannii,8,833
Klebsiella pneumoniae,16,877
Enterobacter cloacae,0,1146
Escherichia coli,89,950
Klebsiella pneumoniae,21605,22103
Citrobacter freundii,579,1725
Acinetobacter baumannii,0,822
Pseudomonas aeruginosa,0,474
Escherichia coli,134,935
Enterococcus faecium,0,699
Enterococcus faecium,10115,10601
Streptomyces ambofaciens,20,800
Caulobacter vibrioides,0,870
Empedobacter brevis,56,764
Escherichia coli,0,876
Proteus mirabilis,208,1069
Citrobacter freundii,63,1209
Acinetobacter lwoffii,0,831
Aeromonas hydrophila,324,1239
Vibrio fluvialis,0,657
Pseudomonas aeruginosa,0,801
Escherichia coli,0,876
Klebsiella pneumoniae,0,882
Escherichia coli,0,861
Pantoea agglomerans,1008,2151
Streptomyces venezuelae,153,1122
Enterococcus faecalis,5984,7034
Klebsiella pneumoniae,0,780
Klebsiella oxytoca,0,861
Citrobacter werkmanii,35,683
Mammaliicoccus sciuri,4149,5628
Pseudomonas aeruginosa,1799,2591
Escherichia coli,271,1417
Enterobacter asburiae,0,1146
Klebsiella pneumoniae,0,861
Listeria monocytogenes,2734780,2736181
Klebsiella pneumoniae,379,1192
Acinetobacter schindleri,0,831
Escherichia coli,0,1146
Acinetobacter nosocomialis,0,822
Escherichia coli,193,1054
Citrobacter werkmanii,0,648
Klebsiella pneumoniae,0,882
Citrobacter freundii,1007,2153
Acinetobacter baumannii,0,741
Salmonella enterica,392419,393931
Campylobacter jejuni,1405391,1406495
Escherichia coli,244,1120
Acinetobacter baumannii,0,828
Acinetobacter baumannii,0,825
Acinetobacter calcoaceticus,0,822
Acinetobacter baumannii,0,825
Streptomyces viridochromogenes,396,1176
Staphylococcus aureus,66,705
Acinetobacter calcoaceticus,0,822
Escherichia coli,4567286,4568519
Acinetobacter baumannii,3660736,3661636
Streptomyces thermotolerans,243,1143
Pseudomonas aeruginosa,1,775
Klebsiella pneumoniae,0,861
Acinetobacter baumannii,0,825
Klebsiella pneumoniae,0,861
Staphylococcus epidermidis,342,1809
Vibrio parahaemolyticus,476707,477559
Escherichia coli,0,876
Klebsiella pneumoniae,0,801
Morganella morganii,0,1140
Klebsiella pneumoniae,0,861
Escherichia coli,36,681
Streptomyces niveus,0,1848
Pseudomonas aeruginosa,187,988
Pseudomonas aeruginosa,12,840
Mycolicibacterium mageritense,2034,2790
Citrobacter koseri,0,861
Pseudomonas syringae,386,935
Klebsiella pneumoniae,16,877
Acinetobacter baumannii,0,828
Escherichia coli,0,861
Brucella anthropi,0,1173
Acinetobacter baumannii,193,1021
Streptomyces venezuelae,1282,2293
Serratia marcescens,153,1011
Acinetobacter baumannii,0,1221
Klebsiella pneumoniae,5012,5792
Escherichia coli,0,1143
Salmonella enterica,0,876
Escherichia coli,12,888
Streptococcus pyogenes,3269,4487
Campylobacter jejuni,336915,337548
Enterobacter asburiae,0,1146
Pseudomonas aeruginosa,121,676
Escherichia coli,0,1146
Acinetobacter baumannii,0,843
Klebsiella pneumoniae,25,886
Salmonella enterica,0,861
Pseudomonas aeruginosa,1748,2582
Escherichia coli,1625,2531
Klebsiella oxytoca,0,873
Klebsiella aerogenes,181,1042
Mycobacterium tuberculosis,314308,314854
Citrobacter freundii,1027,2173
Escherichia coli,1737690,1738104
Klebsiella pneumoniae,0,1149
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,876
Burkholderia cepacia,1263,4347
Pseudomonas aeruginosa,0,861
Klebsiella pneumoniae,81,957
uncultured bacterium,1486,2287
Bacillus subtilis,194,1364
Citrobacter braakii,0,645
Shewanella algae,76,946
Klebsiella pneumoniae,66,927
Niallia circulans,0,789
Yersinia enterocolitica,24294,25527
Klebsiella pneumoniae,0,858
Citrobacter freundii,0,681
Stenotrophomonas maltophilia,6913,8329
Escherichia coli,29,1175
Pseudomonas aeruginosa,0,759
Citrobacter braakii,15,660
Citrobacter freundii,0,1146
Brachyspira pilosicoli,0,810
Escherichia coli,2,656
Acinetobacter sp.,0,441
Escherichia coli,0,876
Pseudomonas aeruginosa,0,801
Plasmid pGT633,0,735
Pseudomonas aeruginosa,0,828
Serratia marcescens,511,1375
Escherichia coli,208,1069
Klebsiella pneumoniae,214,1075
Citrobacter werkmanii,2431,3079
Acinetobacter baumannii,0,825
Klebsiella pneumoniae,0,882
Chryseobacterium indologenes,32,764
Escherichia coli,88,949
Shigella sp.,1,877
Acinetobacter baumannii,0,825
Klebsiella pneumoniae,0,861
Enterobacter cloacae,38,899
Proteus mirabilis,0,861
Shigella sp.,0,864
Acinetobacter nosocomialis,0,822
Shigella flexneri,163,1348
Haemophilus influenzae,133,775
Klebsiella pneumoniae,0,789
Klebsiella pneumoniae,0,876
Enterococcus faecalis,40,1537
Serratia marcescens,1553,1994
Riemerella anatipestifer,331,1558
Pseudomonas aeruginosa,0,852
Salmonella enterica,0,876
Chryseobacterium indologenes,0,720
Campylobacter fetus,25244,27167
Escherichia coli,11083,12313
Klebsiella aerogenes,0,1536
Streptomyces vinaceus,96,960
Acinetobacter bereziniae,0,741
Escherichia coli,0,525
Pseudomonas aeruginosa,1221690,1222098
Klebsiella oxytoca,146,1022
Enterobacter hormaechei,0,1146
Pseudomonas aeruginosa,16,757
Klebsiella oxytoca,0,873
Acinetobacter baumannii,0,825
Acinetobacter baumannii,3438,4629
Acinetobacter haemolyticus,0,828
Escherichia coli,2158385,2161463
Citrobacter freundii,0,876
Escherichia coli,2484373,2487967
Klebsiella pneumoniae,0,858
Staphylococcus aureus,0,2007
Klebsiella pneumoniae,4,865
uncultured bacterium,10174,11083
Bacteroides fragilis,0,1974
Escherichia coli,1932,3852
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,822
Klebsiella pneumoniae,126,678
Pseudomonas aeruginosa,1060,1816
Escherichia coli,2810769,2811300
Klebsiella pneumoniae,0,876
Campylobacter coli,52914,53709
Escherichia coli,0,813
Citrobacter freundii,0,645
Bacillus cereus,415,1186
Neisseria meningitidis,1795181,1796420
Salmonella enterica,616,1444
Acinetobacter baumannii,0,822
Klebsiella pneumoniae,0,861
Acinetobacter baumannii,0,825
Chryseobacterium indologenes,0,732
Escherichia coli,0,861
Vibrio cholerae,1401,2058
Pseudomonas aeruginosa,1761,2562
Escherichia coli,0,864
Klebsiella aerogenes,0,861
uncultured bacterium,105,603
Escherichia coli,0,876
Klebsiella pneumoniae,0,801
Citrobacter freundii,0,801
Acinetobacter baumannii,0,825
Pseudomonas aeruginosa,0,738
Pseudomonas aeruginosa,1421,2288
Escherichia coli,0,1146
Salmonella enterica,1523,2078
Corynebacterium striatum,35934,37110
Streptomyces antibioticus,0,1248
Acinetobacter baumannii,186,1533
Citrobacter freundii,0,645
Pseudomonas aeruginosa,247,859
Klebsiella pneumoniae,0,876
Pseudomonas aeruginosa,3769,4303
Klebsiella oxytoca,0,1146
Escherichia coli,253,1402
Aeromonas caviae,0,1152
Klebsiella pneumoniae,0,876
Escherichia coli,818,1679
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,861
Klebsiella pneumoniae,0,795
Enterobacter cloacae,0,879
Acinetobacter baumannii,14,839
Salmonella enterica,393893,397061
Staphylococcus aureus,330,1113
Acinetobacter baumannii,0,825
Streptomyces antibioticus,1420,3130
Klebsiella pneumoniae,0,882
Staphylococcus aureus,1461588,1462248
Escherichia coli,0,876
Salmonella enterica,73,865
Acinetobacter bereziniae,1210,2041
Pseudomonas aeruginosa,154,955
Staphylococcus epidermidis,1128933,1129419
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Enterobacter cloacae,0,873
Acinetobacter baumannii,48,873
Acinetobacter baumannii,14,839
Shigella flexneri,0,741
Pseudomonas aeruginosa,0,774
Acinetobacter baumannii,0,825
Escherichia coli,0,1146
Morganella morganii,0,858
Escherichia coli,0,1146
Pseudomonas aeruginosa,943,1744
Pandoraea pnomenusa,0,858
Klebsiella pneumoniae,3,849
Acinetobacter baumannii,0,825
Citrobacter freundii,0,681
Mycolicibacterium smegmatis,385,1018
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Escherichia coli,0,1140
Delftia acidovorans,0,801
Escherichia coli,63,852
Klebsiella pneumoniae,0,861
Hafnia alvei,0,1131
Haemophilus parainfluenzae,262,1123
Klebsiella oxytoca,146,1016
Mycolicibacterium smegmatis,0,345
Pseudomonas aeruginosa,1147,1888
Escherichia coli,2586250,2589364
Aeromonas hydrophila,0,765
Klebsiella pneumoniae,8,869
Klebsiella pneumoniae,0,813
Pseudomonas aeruginosa,0,864
Escherichia coli,46,1198
Bacteroides coprosuis,32,833
Pseudomonas aeruginosa,2749,4009
Escherichia coli,0,861
Klebsiella pneumoniae,85,946
Klebsiella pneumoniae,0,861
Escherichia coli,39,915
Escherichia coli,4306556,4307588
Vibrio cholerae,887,1754
Chryseobacterium indologenes,27,759
Pseudomonas aeruginosa,0,1194
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,73,934
Burkholderia pseudomallei,0,810
Enterobacter cloacae,0,1146
Escherichia coli,0,861
Citrobacter freundii,0,1146
Chryseobacterium indologenes,34,754
Pseudomonas aeruginosa,113,854
Klebsiella pneumoniae,0,876
Enterobacter cloacae,0,861
Kluyvera georgiana,0,876
Enterococcus faecium,385,805
Staphylococcus aureus,0,1380
Klebsiella pneumoniae,172,1033
uncultured bacterium,3791,4694
Escherichia coli,1918,2782
Vibrio fluvialis,655,1453
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Escherichia coli,0,861
Streptomyces sp.,7760,9440
Proteus vulgaris,0,681
Acinetobacter baumannii,3283426,3284677
Enterococcus faecium,4936,5908
Bacillus anthracis,500,1430
Pseudomonas aeruginosa,4706409,4707522
Bacteroides fragilis,90,840
Janthinobacterium lividum,36,987
Escherichia coli,3415032,3418137
Escherichia coli,3413863,3415021
Photobacterium damselae,382,1042
Pseudomonas aeruginosa,3017,3650
Morganella morganii,0,1140
Escherichia coli,90,966
Klebsiella pneumoniae,0,861
Proteus mirabilis,1,853
Acinetobacter baumannii,2269,3166
Pseudomonas aeruginosa,0,741
Klebsiella oxytoca,182,1055
Serratia marcescens,0,885
Streptomyces griseus,2710,3565
Enterobacter cloacae,454,1600
Aeromonas caviae,0,1152
Proteus mirabilis,231,1098
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,783
Citrobacter freundii,0,1146
Klebsiella pneumoniae,0,861
Escherichia coli,1320,2142
Aeromonas sp.,0,1149
Aeromonas allosaccharophila,0,927
Klebsiella pneumoniae,141,1287
Enterobacter asburiae,1475,2618
Pseudomonas aeruginosa,2280,3111
Klebsiella pneumoniae,111558,112122
Aeromonas sobria,0,765
Proteus mirabilis,6411,7311
Streptomyces griseus,2824,3748
Citrobacter freundii,0,1146
Enterobacter cloacae,3479859,3480582
Riemerella anatipestifer,5407,6232
Klebsiella pneumoniae,1,823
Escherichia coli,0,1146
Enterobacter cloacae,751,1897
Stenotrophomonas maltophilia,2558,3755
Shewanella algae,0,657
Acinetobacter baumannii,0,822
Serratia marcescens,123,1008
Citrobacter freundii,0,645
Klebsiella oxytoca,1168,1909
Escherichia coli,0,813
Proteus mirabilis,0,1146
Pseudomonas aeruginosa,0,768
Providencia stuartii,136,1363
Enterococcus faecium,3579,4224
Klebsiella pneumoniae,15,876
Klebsiella oxytoca,1549,2350
Klebsiella pneumoniae,0,741
Proteus mirabilis,0,861
Salmonella enterica,1707351,1707789
Klebsiella pneumoniae,0,861
Escherichia coli,208,1069
Klebsiella pneumoniae,0,861
Acinetobacter baumannii,0,825
Escherichia coli,208,1069
Acinetobacter baumannii,0,825
Klebsiella pneumoniae,881,1742
Providencia rettgeri,0,927
Proteus mirabilis,0,1146
Acinetobacter pittii,1211,2033
Pseudomonas aeruginosa,0,864
Klebsiella pneumoniae,0,861
Plasmid NR79,1295,2087
Pseudomonas aeruginosa,79,925
Enterobacter cloacae,756,1902
Burkholderia pseudomallei,2150965,2152165
Escherichia coli,0,1146
Enterococcus faecalis,233812,234307
Mammaliicoccus lentus,2186,2918
Streptomyces ribosidificus,372,1164
Enterococcus faecium,2131,2878
Stenotrophomonas maltophilia,351,1041
Acinetobacter baumannii,0,825
Staphylococcus epidermidis,391,1555
Klebsiella pneumoniae,0,861
Pseudomonas aeruginosa,0,801
Klebsiella pneumoniae,0,867
Neisseria gonorrhoeae,0,906
Klebsiella pneumoniae,24,885
Streptococcus oralis,0,831
Klebsiella pneumoniae,3,876
Citrobacter freundii,0,681
Enterobacter cloacae,761,1907
Bacillus cereus,1972251,1972668
Pseudomonas aeruginosa,1056,1857
Pseudomonas aeruginosa,657,1458
Klebsiella pneumoniae,0,861
Acinetobacter baumannii,1198,2023
Klebsiella pneumoniae,2716,3517
Pseudomonas aeruginosa,2246,2801
Klebsiella pneumoniae,0,813
Citrobacter freundii,0,645
Plasmid R387,271,913
Klebsiella pneumoniae,0,1146
Salmonella enterica,0,474
Vibrio parahaemolyticus,3874,4531
Citrobacter freundii,0,1146
Escherichia coli,0,876
Escherichia coli,7511,8312
Citrobacter freundii,135,780
Aeromonas caviae,7102,8029
Citrobacter braakii,0,645
Escherichia coli,0,1146
Escherichia coli,617,1091
Proteus mirabilis,17,1163
Macrococcus caseolyticus,3737,5762
Acinetobacter baumannii,0,828
Klebsiella pneumoniae,73,934
Citrobacter freundii,117,918
Klebsiella pneumoniae,0,780
uncultured bacterium,4825,5713
Pseudomonas aeruginosa,543,1110
Klebsiella pneumoniae,0,861
Salmonella enterica,0,876
Aeromonas salmonicida,0,765
Escherichia coli,0,876
Proteus mirabilis,1716,2382
Pseudomonas aeruginosa,0,801
Serratia marcescens,0,885
Aeromicrobium erythreum,12449,13472
Proteus mirabilis,0,1146
Acinetobacter baumannii,0,861
Escherichia coli,271,1171
Kluyvera sp.,3,876
Enterococcus faecalis,39735,40794
Acinetobacter lwoffii,0,831
Stenotrophomonas maltophilia,0,888
Klebsiella pneumoniae,0,876
Klebsiella pneumoniae,0,861
Campylobacter coli,373,916
Pseudomonas aeruginosa,2807468,2808512
Pseudomonas aeruginosa,1485,4617
Serratia marcescens,1824,3006
Enterobacter cloacae,401,1154
Lactococcus lactis,310893,312888
Acinetobacter baumannii,0,825
Staphylococcus aureus,8740,10315
Kluyvera ascorbata,1911,2787
Klebsiella pneumoniae,0,858
Klebsiella pneumoniae,0,861
Pseudomonas aeruginosa,2242,2983
Klebsiella pneumoniae,195,1071
Salmonella enterica,5891,6767
Clostridium perfringens,0,660
Streptomyces albus,242,1187
Paenibacillus popilliae,6976,7648
Enterococcus gallinarum,5192,5888
Myroides odoratimimus,224,965
Enterococcus faecium,6937,7546
Pseudomonas aeruginosa,0,1404
Enterococcus faecalis,44192,45266
Citrobacter freundii,1027,2173
Citrobacter freundii,0,681
Aeromonas caviae,0,1152
Serratia marcescens,0,1146
Escherichia coli,2639,3500
Enterobacter asburiae,0,1146
Acinetobacter baumannii,0,825
Alkalihalobacillus clausii,1162417,1163470
Pseudomonas aeruginosa,3982020,3984009
Enterobacter cloacae,0,861
Enterobacter cloacae,0,1146
Klebsiella pneumoniae,0,861
Escherichia coli,6832,7708
Morganella morganii,0,1140
Proteus mirabilis,0,1146
Enterobacter cloacae,278,713
Pseudomonas aeruginosa,0,741
Enterococcus faecalis,7787,9926
Enterococcus faecalis,2258,2966
Listeria monocytogenes,0,1926
Citrobacter freundii,529,1051
Citrobacter freundii,0,861
Escherichia coli,0,762
Escherichia coli,0,876
Salmonella enterica,2950,3505
Klebsiella pneumoniae,0,861
Achromobacter ruhlandii,0,825
Acinetobacter baumannii,40,865
Oligella urethralis,574,1471
Klebsiella pneumoniae,24,885
Klebsiella pneumoniae,649,1810
Acinetobacter baumannii,5610,7065
Enterobacter cloacae,0,375
Enterobacter cloacae,208,1069
Citrobacter freundii,1039,2185
